headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
sale,noun,A1,Shopping,,Shopping
salesman,noun,B1,Work and Jobs,,Personal identification
salesmanship,noun,B2,Work and Jobs,,
salesperson,noun,B2,Work and Jobs,,Personal identification
saleswoman,noun,B2,Work and Jobs,,Personal identification
salmon,noun,B1,Food and drink,,Food and drink
salon,noun,B2,,,Services
salsa,noun,B2,Food and drink,,Food and drink
salt,noun,A2,Food and drink,,Food and drink
salty,adjective,B2,,,
same,adjective,A1,,,
same,adverb,A1,,,
same,pronoun,A1,,,
sample,noun,A2,Shopping,,Services
sand,noun,B1,,,
sandal,noun,B1,Clothes,,Shopping
sandstone,noun,B2,,,
sandwich,noun,A1,Food and drink,,Food and drink
sandy,adjective,A2,,,
sanitary,adjective,B2,,,
sanitation,noun,B2,,,
satellite,noun,B1,"News, lifestyles and current affairs",,
satisfaction,noun,B1,,,
satisfactory,adjective,B2,,,
satisfied,adjective,B1,,,
satisfy,verb,A2,,,
Saturday,noun,A1,,,
sauce,noun,A2,,,Food and drink
saucepan,noun,B1,Objects and rooms,,Shopping
saucer,noun,B1,Objects and rooms,,Shopping
sausage,noun,A2,,,Food and drink
save,verb,A1,,,
saving/savings,noun,B2,,,
saw,noun,A1,Objects and rooms,,
saw,verb,B2,,,
say,noun,B2,,,
say,verb,A1,,,
scale,noun,A2,,,
scan,noun,B1,,,
scan,verb,B2,,,
scandal,noun,B2,Media,,
scar,noun,B2,,,
scarcely,adverb,B2,,,
scare,verb,B1,,,
scared,adjective,B1,,,
scarf,noun,A2,,,Shopping
scarlet,noun,B2,,,
scary,adjective,B1,,,
scatter,verb,B1,,,
scene,noun,A2,Books and literature,,"Free time, entertainment"
scenery,noun,A2,,,
scenic,adjective,B1,,,
scent,noun,B2,,,
schedule,noun,A2,Travel and services vocab,,Daily life
schedule,verb,B2,,,
scheduled,adjective,B2,,,
scheme,noun,B2,,,
scholar,noun,B1,Education,Work and Jobs,Education
scholarship,noun,B1,Education,,Education
scholasticism,noun,B2,Education,,
school,noun,A1,"Things in the town, shops and shopping",,
schoolchild,noun,A2,,,Education
schoolgirl,noun,B2,,,
schoolmate,noun,B1,Education,,Relations with other people
schoolteacher,noun,B1,Education,Work and Jobs,Personal identification
schoolwork,noun,A2,Education,,Education
science,noun,A1,Education,,Education
science fiction,noun,B1,Books and literature,,"Free time, entertainment"
scientific,adjective,A2,,,
scientifically,adverb,B2,,,
scientist,noun,A1,Work and Jobs,,Personal identification
scissors,noun,A2,,,Shopping
scold,verb,B1,,,
scooter,noun,B2,Ways of travelling,,Travel
scope,noun,B1,,,
score,noun,B1,Education,,
score,verb,B1,,,
scramble,verb,B2,,,
scratch,noun,B1,,,
scratch,verb,B2,,,
scream,noun,A2,,,
scream,verb,B1,,,
screen,noun,A2,Objects and rooms,,"Free time, entertainment"
screen,verb,B2,,,
screw,noun,A2,,,
screw,verb,B2,,,
scribble,noun,B2,,,
script,noun,A2,,,
scrooge,noun,B2,,,
scuba,noun,B2,Leisure activities,,"Free time, entertainment"
sculpture,noun,B1,Arts,,"Free time, entertainment"
scythe,noun,B2,,,
sea,noun,A1,Nationalities and countries,,"House and home, environment"
seafood,noun,A2,Food and drink,,Food and drink
seal,noun,B2,,,
search,noun,A2,,,
search,verb,B1,,,
seaside,noun,A2,Nationalities and countries,,Places
season,noun,B1,,,
seasonal,adjective,B2,,,
seat,noun,A1,Objects and rooms,,"Free time, entertainment"
seawater,noun,B1,,,
seaweed,noun,B1,Food and drink,,Food and drink
second,adjective,A1,,,
second,adverb,B1,,,
second,noun,A2,,,
second,pronoun,A2,,,
second person,noun,B2,,,Personal identification
secondary,adjective,B2,,,
secondary school,noun,B1,Education,,Education
second-hand,adjective,B1,,,
second-hand,adverb,B1,,,
secondly,adverb,B2,,,
secret,adjective,B1,,,
secret,noun,A2,,,
secretary,noun,A2,,,Personal identification
secretly,adverb,B1,,,
section,noun,A1,,,
sector,noun,B2,,,
secure,adjective,B1,,,
security,noun,B1,,,Services
see,verb,A1,,,
seed,noun,A2,,,
seek,verb,A2,,,
seem,verb,A2,,,
seesaw,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
segment,noun,B2,,,
seize,verb,B1,,,
seldom,adverb,B2,,,
select,adjective,B1,,,
select,verb,B2,,,
selection,noun,B1,,,
self,noun,A1,,,
self-confidence,noun,B2,,,
self-confident,adjective,B2,,,
selfish,adjective,B1,,,
selfless,adjective,B2,,,
self-service,adjective,B1,,,
sell,verb,A1,,,
seller,noun,B2,Work and Jobs,,Personal identification
semester,noun,A2,Education,,Education
semicolon,noun,B2,,,Language
semi-final,noun,B2,,,
seminar,noun,B2,Education,,Education
senator,noun,B2,,,
send,verb,A2,,,
senior,adjective,A2,,,
senior,noun,A2,,,
sensation,noun,B1,,,
sense,noun,A2,,,
sense,verb,B2,,,
sensible,adjective,B2,,,
sensitive,adjective,B2,,,
sentence,noun,A1,Education,,Education
sentence,verb,B2,,,
separate,adjective,A2,,,
separate,verb,B2,,,
separately,adverb,B2,,,
separation,noun,B1,,,
September,noun,A1,,,
sequence,noun,B1,,,
serene,adjective,B2,,,
serial,adjective,B2,,,
series,noun,B1,,,
serious,adjective,B1,,,
seriously,adverb,A2,,,
servant,noun,B2,,,Personal identification
serve,verb,A2,,,
server,noun,B1,,,
service,noun,B1,Travel and services vocab,,Services
service,verb,B1,,,
session,noun,B1,,,
set,noun,A2,,,
set,verb,A1,,,
setback,noun,B2,,,
setting,noun,B1,,,
settle,verb,B1,,,
settlement,noun,B1,Nationalities and countries,,
settler,noun,B1,,,
seven,number,A1,,,
seventeen,number,A1,,,
seventy,number,A1,,,
several,determiner,A2,,,
several,pronoun,A2,,,
severe,adjective,B1,,,
severely,adverb,B1,,,
sew,verb,A2,,,
sex,noun,B1,,,
sexism,noun,B2,"News, lifestyles and current affairs",,
sexual,adjective,B2,,,
sexy,adjective,B2,,,
shabby,adjective,B2,,,
shade,noun,A2,,,
shadow,noun,A2,,,
shadow,verb,B1,,,
shadowy,adjective,B1,,,
shake,noun,A1,,,
shake,verb,B1,,,
shaken,adjective,B2,,,
Shakespearean,adjective,B2,,,
shaky,adjective,B2,,,
shall,modal auxiliary,A2,,,
shallow,adjective,B1,,,
shame,noun,B1,,,
shameful,adjective,B1,,,
shampoo,noun,A2,Objects and rooms,,Shopping
shape,noun,A2,,,
shape,verb,B1,,,
share,noun,A2,,,
share,verb,A1,,,
sharp,adjective,B1,,,
sharp,adverb,B2,,,
sharply,adverb,B2,,,
shatter,verb,B2,,,
shave,verb,B1,,,
she,pronoun,A1,,,
shed,noun,B2,,,"House and home, environment"
sheep,noun,A1,,,
sheer,adjective,B1,,,
sheet,noun,B1,Objects and rooms,,
shelf,noun,A1,Objects and rooms,,"Free time, entertainment"
shell,noun,A2,,,
shell,verb,B2,,,
shelter,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
sheriff,noun,B1,Work and Jobs,"News, lifestyles and current affairs",Personal identification
shield,noun,B2,,,
shift,noun,B2,,,
shift,verb,B1,,,
shine,verb,A2,,,
shiny,adjective,B1,,,
ship,noun,A1,Ways of travelling,,Travel
ship,verb,B1,,,
shipping,noun,B2,Work and Jobs,,Travel
shipwreck,noun,B2,"News, lifestyles and current affairs",,
shirt,noun,A1,Clothes,,Shopping
shiver,verb,B1,,,
shock,noun,A2,,,
shock,verb,B2,,,
shocked,adjective,B1,,,
shocking,adjective,B1,,,
shoe,noun,A1,Clothes,,Shopping
shoot,verb,A2,,,
shooting,noun,B2,,,
shop,noun,A1,"Things in the town, shops and shopping",,Daily life
shop,verb,B1,,,
shop assistant,noun,A2,,,Personal identification
shopkeeper,noun,B2,,,Personal identification
shoplift,verb,B2,,,
shoplifter,noun,B2,"News, lifestyles and current affairs",,
shoplifting,noun,B2,"News, lifestyles and current affairs",,
shopper,noun,B1,Shopping,,Shopping
shopping,noun,A1,Shopping,,Shopping
shore,noun,A2,,,
short,adjective,A1,,,
short,adverb,A1,,,
short/shorts,noun,A2,,,
shortage,noun,B1,"News, lifestyles and current affairs",,
shortly,adverb,B1,,,
shortness,noun,B2,,,
short-term,adjective,B2,,,
shot,noun,A2,,,
should,modal auxiliary,A1,,,
shoulder,noun,A1,,,Health and body care
shout,noun,A2,,,
shout,verb,B1,,,
show,noun,A2,,,"Free time, entertainment"
show,verb,A1,,,
showbiz,noun,B2,Idiomatic expressions,Hobbies and pastimes,"Free time, entertainment"
showcase,noun,B2,Shopping,,Shopping
shower,noun,A1,Objects and rooms,,"House and home, environment"
shower,verb,B2,,,
shrimp,noun,B1,,,
shrink,noun,B2,,,
shrink,verb,B2,,,
shrug,verb,B2,,,
shut,adjective,B1,,,
shut,verb,A2,,,
shy,adjective,A1,,,
sick,adjective,A1,,,
sickness,noun,B1,Travel and services vocab,,Health and body care
side,noun,A1,,,
sidewalk,noun,B1,,,
sigh,noun,B1,,,
sigh,verb,B2,,,
sight,noun,A1,,,
sightseeing,noun,A2,,,"Free time, entertainment"
sign,noun,A1,Personal information,,Personal identification
sign,verb,B1,,,
signal,noun,B1,,,
signature,noun,B1,,,
significance,noun,B1,,,
significant,adjective,A2,,,
significantly,adverb,B2,,,
signify,verb,B2,,,
signpost,noun,B1,,,
silence,noun,A2,,,
silent,adjective,B1,,,
silently,adverb,A2,,,
silk,noun,B1,Clothes,,Shopping
silly,adjective,A2,,,
silver,adjective,A2,,,
silver,noun,A2,,,
silverware,noun,B2,Objects and rooms,,Shopping
similar,adjective,A2,,,
similarity,noun,B1,,,
similarly,adverb,B1,,,
simple,adjective,A2,,,
simplification,noun,B2,,,
simplify,verb,B1,,,
simply,adverb,A2,,,
simultaneous,adjective,B2,,,
simultaneously,adverb,B1,,,
since,adverb,B2,,,
since,conjunction,B1,,,
since,preposition,A2,,,
sincere,adjective,B2,,,
sincerity,noun,B2,,,
sing,verb,A1,,,
singer,noun,A1,Work and Jobs,Hobbies and pastimes,Personal identification
singing,noun,A2,,,"Free time, entertainment"
single,adjective,A2,,,
single,noun,B1,Family life,,Personal identification
singular,adjective,A2,,,
singular,noun,A2,,,Language
sink,noun,A2,,,"House and home, environment"
sink,verb,B1,,,
sir,noun,A1,Travel and services vocab,,Personal identification
sister,noun,A1,Family life,,Personal identification
sister-in-law,noun,B2,,,Personal identification
sit,verb,A1,,,
site,noun,A1,,,
sitting room,noun,A2,,,"House and home, environment"
situation,noun,A2,,,
six,number,A1,,,
sixteen,number,A1,,,
sixty,number,A1,,,
size,noun,A1,Clothes,,"Free time, entertainment"
skate,noun,A2,,,"Free time, entertainment"
skate,verb,B1,,,
skateboard,noun,B2,Leisure activities,,"Free time, entertainment"
skateboarder,noun,B2,Leisure activities,,"Free time, entertainment"
skateboarding,noun,A2,,,"Free time, entertainment"
skating,noun,A2,,,"Free time, entertainment"
skeleton,noun,B1,,,Health and body care
sketch,verb,B2,,,
ski,noun,A2,Leisure activities,,"Free time, entertainment"
ski,verb,B1,,,
skiing,noun,A2,Leisure activities,,"Free time, entertainment"
skill,noun,A1,,,
skilled,adjective,B2,,,
skillful/skilful,adjective,B2,,,
skillfully/skilfully,adverb,B2,,,
skim,verb,B2,,,
skin,noun,B1,,,Health and body care
skip,verb,B2,,,
skirt,noun,A1,Clothes,,Shopping
sky,noun,A1,,,"House and home, environment"
skylark,noun,B2,,,
skyscraper,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
skyward,adverb,B2,,,
slam,verb,B2,,,
slang,noun,B2,,,Language
slap,noun,B2,,,
slap,verb,B2,,,
slash,noun,B2,,,
slaughter,noun,B2,"News, lifestyles and current affairs",,
slave,noun,A2,"News, lifestyles and current affairs",,Relations with other people
slavery,noun,B1,"News, lifestyles and current affairs",,Relations with other people
sleep,noun,B1,,,
sleep,verb,A1,,,
sleepless,adjective,A2,,,
sleepy,adjective,A2,,,
sleeve,noun,B1,Clothes,,Shopping
slice,noun,A2,Food and drink,,Food and drink
slice,verb,B2,,,
slide,noun,A2,,,
slide,verb,B2,,,
slight,adjective,B2,,,
slight,noun,B1,,,
slightly,adverb,B1,,,
slim,adjective,A2,,,
slip,noun,B1,,,
slip,verb,B1,,,
sliver,noun,B2,,,
slogan,noun,B1,"News, lifestyles and current affairs",,
slope,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
sloppy,adjective,B2,,,
slot,noun,B1,,,
slow,adjective,A1,,,
slow,adverb,B1,,,
slow,verb,B1,,,
slowly,adverb,A2,,,
small,adjective,A1,,,
smart,adjective,A1,,,
smash,verb,B2,,,
smell,noun,A1,,,Food and drink
smell,verb,B1,,,
smile,noun,A1,,,
smile,verb,B1,,,
smith,noun,A1,Work and Jobs,,Personal identification
smoke,noun,A1,,,Food and drink
smoke,verb,A2,,,
smoker,noun,B1,Hobbies and pastimes,,Personal identification
smokestack,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
smoking,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
smooth,adjective,A2,,,
smoothly,adverb,A2,,,
snack,noun,A2,,,Food and drink
snake,noun,A1,,,
snap,verb,B2,,,
sneak,verb,B2,,,
sneer,noun,B2,,,
sneeze,noun,B1,,,
sneeze,verb,B2,,,
sniff,verb,B2,,,
snore,noun,B2,,,
snore,verb,B2,,,
snow,noun,A1,Media,,Weather
snow,verb,A2,,,
snowball,noun,B2,Leisure activities,,"Free time, entertainment"
snowboard,noun,B1,Leisure activities,,"Free time, entertainment"
snowboarding,noun,A2,,,"Free time, entertainment"
snowstorm,noun,B1,Media,,Weather
snowy,adjective,A1,,,
so,adverb,A2,,,
so,conjunction,A1,,,
soak,noun,B2,,,
soak,verb,B2,,,
soaked,adjective,B2,,,
soaking,adjective,B2,,,
soap,noun,A2,,,Shopping
soap opera,noun,B1,Hobbies and pastimes,Media,"Free time, entertainment"
soar,verb,B2,,,
sob,verb,B2,,,
so-called,adjective,B2,,,
soccer,noun,A1,Leisure activities,,"Free time, entertainment"
sociable,adjective,B2,,,
social,adjective,A1,,,
social networking,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
socialize/socialise,verb,B2,,,
socially,adverb,B1,,,
society,noun,A2,Nationalities and countries,,Places
sock,noun,A2,,,Shopping
soda,noun,A2,Food and drink,,Food and drink
sofa,noun,A1,Objects and rooms,,"House and home, environment"
soft,adjective,A2,,,
soft drink,noun,A2,,,Food and drink
softly,adverb,A2,,,
softness,noun,B2,,,
software,noun,A2,Technical and legal language,,"Free time, entertainment"
soil,noun,B2,,,
soil,verb,B1,,,
solar,adjective,B2,,,
soldier,noun,A2,"News, lifestyles and current affairs",,Relations with other people
solid,adjective,B1,,,
solidity,noun,B2,,,
soliloquy,noun,B2,,,
solo,adjective,B2,,,
solo,adverb,B2,,,
solo,noun,B2,,,
solution,noun,A2,,,
solve,verb,A1,,,
solvent,noun,B2,,,
some,determiner,A1,,,
some,pronoun,A1,,,
somebody,pronoun,A2,,,
someday,adverb,A2,,,
somehow,adverb,B1,,,
someone,pronoun,A1,,,
someplace,adverb,B1,,,
something,pronoun,A1,,,
sometime,adverb,B1,,,
sometimes,adverb,B1,,,
somewhat,adverb,B2,,,
somewhere,adverb,A2,,,
son,noun,A1,Family life,,Personal identification
song,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
son-in-law,noun,B2,,,Personal identification
sonnet,noun,B2,Education,,
soon,adverb,A1,,,
soothe,verb,B1,,,
sophisticated,adjective,B2,,,
sophomore,noun,B1,Education,,Education
sore,adjective,B1,,,
sorrow,noun,B1,,,
sorry,adjective,A1,,,
sort,noun,B1,,,
sort,verb,B2,,,
soul,noun,B1,,,
sound,adjective,B2,,,
sound,noun,A2,,,
sound,verb,A2,,,
soundtrack,noun,B2,,,"Free time, entertainment"
soup,noun,A1,Food and drink,,Food and drink
sour,adjective,B1,,,
source,noun,A2,,,
south,adjective,A2,,,
south,adverb,A2,,,
south,noun,A2,,,
southeast,adjective,B1,,,
southeast,noun,B1,,,
southern,adjective,B1,,,
southward,adverb,B2,,,
southwest,adjective,B1,,,
southwest,noun,B1,,,
souvenir,noun,B1,Travel and services vocab,,Travel
Soviet,noun,B2,Nationalities and countries,"News, lifestyles and current affairs",
soybean,noun,B2,Food and drink,,Food and drink
spa,noun,B2,Leisure activities,,"Free time, entertainment"
space,noun,A2,,,
spaceship,noun,A2,"News, lifestyles and current affairs",,Travel
spaghetti,noun,A2,Food and drink,,Food and drink
span,verb,B2,,,
spare,adjective,B2,,,
spare,verb,B2,,,
sparerib,noun,B2,Food and drink,,Food and drink
spark,noun,B2,,,
sparkle,noun,B1,,,
sparkling,adjective,B2,,,
sparrow,noun,B2,,,
speak,verb,A1,,,
speaker,noun,A2,,,Personal identification
special,adjective,A1,,,
specialist,noun,B1,Work and Jobs,,Personal identification
specialize/specialise,verb,B1,,,
specially,adverb,B1,,,
specialty,noun,B2,,,
species,noun,B2,,,
specific,adjective,A2,,,
specifically,adverb,B2,,,
specify,verb,B2,,,
spectacle,noun,B2,Hobbies and pastimes,,
spectacular,adjective,B1,,,
spectator,noun,B1,Hobbies and pastimes,,
speech,noun,A1,"News, lifestyles and current affairs",,
speed,noun,A2,,,
speed,verb,B1,,,
speeder,noun,B2,"News, lifestyles and current affairs",,
spell,noun,A1,,,
spell,verb,A2,,,
spellbound,adjective,B2,,,
spelling,noun,B1,Education,,Education
spend,verb,A1,,,
sphere,noun,B1,,,
spice,noun,B1,Food and drink,,Food and drink
spicy,adjective,B1,,,
spider,noun,B1,,,
spill,verb,A2,,,
spin,verb,B2,,,
spinach,noun,B1,Food and drink,,Food and drink
spiral,adjective,B1,,,
spirit,noun,B1,,,
spiritual,adjective,B1,,,
spite,noun,B2,,,
splash,noun,B2,,,
splash,verb,A2,,,
splatter,noun,B2,,,
split,adjective,A2,,,
split,noun,B1,,,
split,verb,B2,,,
spoil,verb,B1,,,
spokesman,noun,B2,"News, lifestyles and current affairs",,Personal identification
spokeswoman,noun,B2,"News, lifestyles and current affairs",,Personal identification
sponge,noun,B1,,,
sponsor,noun,B1,Work and Jobs,,Personal identification
sponsor,verb,B2,,,
spoon,noun,A2,,,Shopping
sport,noun,A1,Hobbies and lifestyles,,"Free time, entertainment"
sports,adjective,B1,,,
sports center/sports centre,noun,A2,,,"House and home, environment"
sportsmanship,noun,B1,,,"Free time, entertainment"
spot,noun,A1,,,
spot,verb,B2,,,
spray,noun,B2,,,
spray,verb,B2,,,
spread,noun,A2,,,
spread,verb,B2,,,
spreadsheet,noun,B2,,,
spring,noun,A1,,,
sprint,noun,B2,Leisure activities,,"Free time, entertainment"
spur,noun,B2,,,
spy,noun,A1,,,Personal identification
squad,noun,B2,,,
square,adjective,A2,,,
square,noun,A2,,,
squash,noun,B2,,,
squash,verb,B2,,,
squeeze,verb,B2,,,
stab,verb,B2,,,
stability,noun,B2,,,
stable,adjective,B1,,,
stack,noun,B2,,,
stadium,noun,A2,,,"House and home, environment"
staff,noun,A2,,,Personal identification
stage,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
stagger,noun,B2,,,
stain,noun,B2,,,
stain,verb,B2,,,
stair,noun,A2,Objects and rooms,,"House and home, environment"
stake,noun,B2,,,
stall,noun,B1,"Things in the town, shops and shopping",,Places
stammer,verb,B2,,,
stamp,noun,A2,,,Relations with other people
stamp,verb,B2,,,
stand,noun,A1,,,
stand,verb,A2,,,
standard,adjective,B2,,,
standard,noun,B1,,,
standby,adjective,B2,,,
standstill,noun,B2,,,
stanza,noun,B2,Arts,,"Free time, entertainment"
star,noun,A1,,,"Free time, entertainment"
star,verb,B1,,,
stare,verb,B1,,,
start,noun,A1,,,
start,verb,A1,,,
startle,verb,B2,,,
starvation,noun,B2,"News, lifestyles and current affairs",,
starve,verb,B2,,,
starving,adjective,B2,,,
state,adjective,B2,,,
state,noun,A2,,,
state,verb,B2,,,
statement,noun,A2,"News, lifestyles and current affairs",,
statesman,noun,B2,"News, lifestyles and current affairs",Work and Jobs,Personal identification
statewide,adverb,B2,,,
station,noun,A1,"Things in the town, shops and shopping",,Travel
statistics,noun,B2,,,Education
statue,noun,A2,"Things in the town, shops and shopping",,
status,noun,B1,Work and Jobs,,
stay,noun,B1,Travel and services vocab,,Travel
stay,verb,A1,,,
steadily,adverb,B1,,,
steady,adjective,B1,,,
steak,noun,A2,Food and drink,,Food and drink
steal,verb,A2,,,
steam,noun,B1,,,
steel,noun,B1,,,
steely,adjective,B2,,,
steep,adjective,B1,,,
steer,verb,B2,,,
steering wheel,noun,B2,,,Travel
stem,verb,B1,,,
step,noun,A2,,,
step,verb,A1,,,
stepfather,noun,B2,,,Personal identification
stepmother,noun,B2,,,Personal identification
stereotype,noun,B2,,,
stern,adjective,B2,,,
stew,noun,B2,Food and drink,,Food and drink
stick,noun,B2,,,
stick,verb,B1,,,
sticker,noun,B1,,,
sticky,adjective,B1,,,
stiff,adjective,B2,,,
still,adjective,A1,,,
still,adverb,A2,,,
stimulant,noun,B2,Travel and services vocab,,Health and body care
stimulate,verb,B2,,,
stimulation,noun,B2,,,
stingy,adjective,B2,,,
stink,verb,B2,,,
stir,verb,B1,,,
stitch,noun,B2,,,
stock,noun,B2,,,
stock market,noun,B2,,,
stockpile,noun,B2,"News, lifestyles and current affairs",,
stomach,noun,A2,Travel and services vocab,,Health and body care
stomachache,noun,A2,,,Health and body care
stone,noun,A1,,,
stonework,noun,B2,,,
stool,noun,B2,,,
stop,noun,A1,,,
stop,verb,A1,,,
stopover,noun,B2,,,
stopwatch,noun,B2,,,
storage,noun,B1,,,
store,noun,A1,"Things in the town, shops and shopping",,
store,verb,B2,,,
storm,noun,A2,Media,,Weather
stormy,adjective,B1,,,
story,noun,A1,Books and literature,,"Free time, entertainment"
storyteller,noun,B1,Work and Jobs,,Personal identification
stove,noun,A2,Objects and rooms,,"House and home, environment"
straight,adjective,A2,,,
straight,adverb,A1,,,
straighten,verb,B2,,,
straightforward,adjective,B2,,,
strain,noun,B1,,,
strain,verb,B2,,,
strait,noun,B2,,,
strand,noun,B2,,,
strange,adjective,A1,,,
strangely,adverb,B1,,,
stranger,noun,A2,,,
strangle,verb,B2,,,
strategic,adjective,B1,,,
strategy,noun,A2,Education,,
straw,noun,B1,,,
strawberry,noun,B1,Food and drink,,Food and drink
stream,noun,B1,,,
stream,verb,B1,,,
street,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
strength,noun,A2,,,
strengthen,verb,B1,,,
stress,noun,B1,,,Health and body care
stress,verb,B2,,,
stressed,adjective,B1,,,
stressful,adjective,B1,,,
stretch,verb,B1,,,
stricken,adjective,B1,,,
strict,adjective,A1,,,
strictly,adverb,B2,,,
stride,verb,B2,,,
strike,noun,A2,,,
strike,verb,B1,,,
striking,adjective,B2,,,
string,noun,A2,,,
strip,noun,B1,,,
strip,verb,B2,,,
stripe,noun,B1,,,
strive,verb,B2,,,
stroke,noun,B2,,,
stroke,verb,B2,,,
strong,adjective,A1,,,
strongly,adverb,A2,,,
structure,noun,A2,,,
struggle,noun,B1,,,
struggle,verb,B2,,,
stubborn,adjective,B1,,,
stubbornly,adverb,B2,,,
stuck,adjective,B1,,,
student,noun,A1,Education,,Education
studio,noun,B1,"Things in the town, shops and shopping",,Places
study,noun,A2,Education,,Education
study,verb,A1,,,
stuff,noun,A2,,,
stuff,verb,B2,,,
stuffed,adjective,B1,,,
stumble,verb,B1,,,
stun,verb,B1,,,
stunning,adjective,B1,,,
stupid,adjective,B1,,,
style,noun,A2,,,
stylish,adjective,B1,,,
stylist,noun,B2,Work and Jobs,,Personal identification
subconscious,adjective,B1,,,
subcontinent,noun,B2,Nationalities and countries,,
subculture,noun,B2,,,
subdivision,noun,B2,,,
subject,noun,A1,,,Education
subjunctive,noun,B2,Education,,
submarine,noun,B1,"News, lifestyles and current affairs",,
submit,verb,B2,,,
subplot,noun,B2,Books and literature,,
subside,verb,B2,,,
substance,noun,B2,,,
substantial,adjective,B1,,,
substitute,noun,B1,,,
substitute,verb,B2,,,
subtitle,noun,B2,Film,,
subtle,adjective,B2,,,
subtract,verb,B2,,,
suburb,noun,B2,,,"House and home, environment"
subway,noun,A1,"Things in the town, shops and shopping",,Travel
succeed,verb,A2,,,
success,noun,A2,,,
successful,adjective,A1,,,
successfully,adverb,A2,,,
successive,adjective,B2,,,
such,determiner,A2,,,
such,pronoun,A2,,,
suck,verb,B2,,,
sudden,adjective,A2,,,
suddenly,adverb,B1,,,
sue,verb,B2,,,
suffer,verb,B1,,,
suffering,noun,B2,,,
sufficient,adjective,B1,,,
sufficiently,adverb,B2,,,
suffix,noun,B1,Education,,
sugar,noun,A1,Food and drink,,Food and drink
suggest,verb,A2,,,
suggestion,noun,A1,,,
suicide,noun,B1,"News, lifestyles and current affairs",,
suit,noun,A2,,,Shopping
suit,verb,A2,,,
suitable,adjective,A2,,,
suitably,adverb,B2,,,
suitcase,noun,A2,Travel and services vocab,,Travel
sulfur/sulphur,noun,B2,,,
sum,noun,A1,,,
summarize/summarise,verb,B1,,,
summary,noun,A2,Education,,Education
summer,noun,A1,,,
summit,noun,B1,,,
sun,noun,A1,,,Weather
sunbathe,verb,B1,,,
sunbeam,noun,B2,,,
Sunday,noun,A1,,,
sundial,noun,B1,,,
sunflower,noun,A2,,,
sunglasses,noun,A2,,,Shopping
sunlight,noun,A2,,,
sunny,adjective,A1,,,
sunrise,noun,B1,,,Weather
sunset,noun,B1,,,Weather
sunshine,noun,A1,,,Weather
super,adjective,A1,,,
superb,adjective,B2,,,
superintendent,noun,B2,Work and Jobs,,Personal identification
superior,adjective,B1,,,
superlative,noun,A2,,,
supermarket,noun,A1,"Things in the town, shops and shopping",,Shopping
supernatural,adjective,B2,,,
superstar,noun,A2,Media,,Relations with other people
superstition,noun,B1,,,
supervise,verb,B2,,,
supervision,noun,B2,,,
supervisor,noun,B2,Work and Jobs,,Personal identification
supper,noun,A2,,,Food and drink
supplement,noun,B2,,,
supplier,noun,B2,,,
supply,noun,B1,Work and Jobs,,
supply,verb,B2,,,
support,noun,A2,,,
support,verb,B1,,,
supporter,noun,B1,,,
supportive,adjective,B1,,,
suppose,verb,B1,,,
supposedly,adverb,B1,,,
suppress,verb,B2,,,
sure,adjective,A1,,,
sure,adverb,A2,,,
surely,adverb,B1,,,
surf,noun,A1,,,"Free time, entertainment"
surf,verb,A2,,,
surface,noun,B1,,,
surfing,noun,A2,,,"Free time, entertainment"
surge,noun,B2,,,
surgeon,noun,B1,Travel and services vocab,Work and Jobs,
surgery,noun,B1,Travel and services vocab,,
surname,noun,A2,,,Personal identification
surprise,noun,A1,,,
surprise,verb,B1,,,
surprised,adjective,A2,,,
surprising,adjective,A2,,,
surprisingly,adverb,B1,,,
surrender,verb,B2,,,
surround,verb,B1,,,
surrounding,adjective,B1,,,
surroundings,noun,B2,,,
surveillance,noun,B2,,,
survey,noun,A1,,,
survival,noun,B1,,,
survive,verb,A2,,,
survivor,noun,B1,"News, lifestyles and current affairs",,Personal identification
suspect,noun,B1,"News, lifestyles and current affairs",,
suspect,verb,B2,,,
suspend,verb,B2,,,
suspicion,noun,B1,"News, lifestyles and current affairs",,
suspicious,adjective,B2,,,
suspiciously,adverb,B2,,,
sustain,verb,B2,,,
swallow,verb,A2,,,
swan,noun,B2,,,
swarm,noun,B1,,,
swear,verb,B1,,,
sweat,noun,B1,,,Health and body care
sweat,verb,A2,,,
sweater,noun,A2,,,Shopping
sweatshirt,noun,B1,Clothes,,Shopping
sweep,verb,B2,,,
sweet,adjective,A1,,,
sweet,noun,A2,,,
sweetheart,noun,A2,Family life,,
swell,verb,B1,,,
swift,adjective,B2,,,
swim,noun,A1,Leisure activities,,"Free time, entertainment"
swim,verb,A1,,,
swimmer,noun,B1,Leisure activities,Work and Jobs,Personal identification
swimming,noun,A1,Leisure activities,,"Free time, entertainment"
